train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.5776680111885071,0.6676771640777588,0.6417797803878784,0.7901639342308044,0.6147540807723999,0.650924026966095,0.792207766170344,0.6240000118255611,0.6480331283228972
