train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.4330201745033264,0.5133525133132935,0.5434439778327942,0.9813432693481445,0.8232558369636536,0.756440281867981,0.9870129813197331,0.8789808989717365,0.8325281749883328
