loss,val_loss,acc,val_acc,f1,val_f1
0.702043354511261,0.6930232644081116,0.4655737578868866,0.44672131538391113,0.26905830277450965,0.0
0.6836768984794617,0.6867064833641052,0.49508196115493774,0.5040983557701111,0.24509803564078247,0.35978836186078117
0.6831271648406982,0.6916569471359253,0.534426212310791,0.49180328845977783,0.42276424222727177,0.36082473953930255
0.6647935509681702,0.6770271062850952,0.5573770403862,0.5655737519264221,0.4444444458253169,0.5350877045346758
0.6579261422157288,0.692460298538208,0.5901639461517334,0.5655737519264221,0.5353159957724741,0.5954198631176919
0.6488309502601624,0.6830427646636963,0.6098360419273376,0.5901639461517334,0.5543071023142558,0.6240601477746177
0.6375062465667725,0.6791701912879944,0.6688524484634399,0.5901639461517334,0.6731391684792581,0.6296296119689941
0.6182114481925964,0.6845876574516296,0.7311475276947021,0.5942623019218445,0.7354838668841095,0.6400000023250731
0.5940375924110413,0.6911104321479797,0.7704917788505554,0.5819672346115112,0.7826086931733417,0.6250000032193462
0.5810633897781372,0.7046632170677185,0.8098360896110535,0.5778688788414001,0.8209876621701588,0.6435986112611108
0.5700905323028564,0.7031633853912354,0.8393442630767822,0.5696721076965332,0.8545994013585947,0.6315789694931367
0.5577700138092041,0.7004055976867676,0.8622950911521912,0.5819672346115112,0.875,0.6433566447236823
0.5562205910682678,0.6942356824874878,0.8590164184570312,0.5860655903816223,0.8716417964345546,0.6405693896416668
0.5526297688484192,0.7085309028625488,0.8754098415374756,0.5573770403862,0.8869047760963439,0.6197182904885322
0.5419459939002991,0.717596709728241,0.8918032646179199,0.5368852615356445,0.9026548509095885,0.6169491580627793
0.5415524840354919,0.702391505241394,0.9016393423080444,0.5491803288459778,0.9127906945797477,0.6043165617940909
0.535804033279419,0.7006424069404602,0.9016393423080444,0.5737704634666443,0.9122806915542678,0.6363636420576877
0.5294355750083923,0.6959685683250427,0.9213114976882935,0.5901639461517334,0.9306358408348774,0.6428571388657596
0.532624363899231,0.7046397924423218,0.9147540926933289,0.5655737519264221,0.9244186026525205,0.6319444491527966
0.5333132743835449,0.7005804181098938,0.911475419998169,0.5778688788414001,0.9221901970343541,0.6281588693936537
0.531334400177002,0.70623379945755,0.9147540926933289,0.561475396156311,0.924855505429546,0.6192170872251497
0.5277674794197083,0.7105169296264648,0.9213114976882935,0.5204917788505554,0.9306358408348774,0.5776173407656506
0.5276492238044739,0.713641881942749,0.9245901703834534,0.5327869057655334,0.9337175835128269,0.5957447050544891
0.528449296951294,0.6985893249511719,0.9213114976882935,0.5737704634666443,0.9306358408348774,0.6204379588862545
0.5280638933181763,0.7066415548324585,0.9180327653884888,0.5696721076965332,0.9275362341165093,0.6341463219167324
0.5264095664024353,0.7077677249908447,0.9245901703834534,0.561475396156311,0.9337175835128269,0.6164874489672102
0.5247240662574768,0.7088987827301025,0.9278688430786133,0.5532786846160889,0.9367816015883093,0.6148409867081565
0.5295696258544922,0.7115241885185242,0.9180327653884888,0.5368852615356445,0.9271137115112295,0.5920577385292296
0.5228811502456665,0.708621084690094,0.9311475157737732,0.5245901346206665,0.9391304417954498,0.5703703761100769
0.5271251201629639,0.7131562829017639,0.9147540926933289,0.5409836173057556,0.9230769129386446,0.5942028752881998
