train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.46796390414237976,0.5160882472991943,0.5327013731002808,0.9253731369972229,0.836448609828949,0.7873090505599976,0.9500000100970264,0.8923076851477988,0.8569169958608198
