train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.4312925338745117,0.48970162868499756,0.5196975469589233,0.9813432693481445,0.8691588640213013,0.7978848218917847,0.9868766629641115,0.9090908979558785,0.8564273899291422
