train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.5804687142372131,0.6537639498710632,0.6539587378501892,0.8065573573112488,0.6516393423080444,0.6262833476066589,0.8206686818151786,0.6586345276719755,0.6231884202316611
