train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.5544182062149048,0.6702239513397217,0.6569270491600037,0.8622950911521912,0.5942623019218445,0.6098562479019165,0.8695652189687424,0.605577678690335,0.5940171171881058
