train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.6931475400924683,0.6931460499763489,0.6931477189064026,0.44918033480644226,0.44672131538391113,0.4486652910709381,0.0,0.0,0.0
