train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.5065056681632996,0.6765692234039307,0.6651528477668762,0.9573770761489868,0.6434426307678223,0.6447638869285583,0.9614243489687918,0.7109634669821427,0.6916221060111699
