loss,val_loss,acc,val_acc,f1,val_f1
0.5738325119018555,0.5294134616851807,0.7089552283287048,0.8177570104598999,0.7989690776683528,0.8814589617106775
0.519967794418335,0.5205317735671997,0.8208954930305481,0.7990654110908508,0.8781725707870655,0.8542372809563238
0.5006847381591797,0.5131902694702148,0.861940324306488,0.8177570104598999,0.9077306897115903,0.8712871305475794
0.49200302362442017,0.5160102844238281,0.8805969953536987,0.8130841255187988,0.9199999949306248,0.871794871280532
0.4768528640270233,0.5091497898101807,0.9029850959777832,0.827102780342102,0.9343434193016387,0.8810289462081227
0.4740079641342163,0.5128071308135986,0.9179104566574097,0.836448609828949,0.9449999976150689,0.8902821204095356
0.4664156436920166,0.5065813660621643,0.9291045069694519,0.84112149477005,0.9521410334420293,0.8930817703816253
0.4581553637981415,0.5048596262931824,0.9477611780166626,0.84112149477005,0.9644670000800352,0.8917197326389475
0.45491379499435425,0.5023239254951477,0.9477611780166626,0.8457943797111511,0.9644670000800352,0.8965517267081218
0.45563578605651855,0.5033405423164368,0.9440298676490784,0.84112149477005,0.9618320457261474,0.8917197326389475
0.4563244581222534,0.4990219175815582,0.9402984976768494,0.855140209197998,0.9589743807518035,0.8996763889858572
0.45074892044067383,0.4981652498245239,0.9514925479888916,0.855140209197998,0.9667519045862017,0.9003215583229248
0.45070505142211914,0.49735739827156067,0.9514925479888916,0.8598130941390991,0.9667519045862017,0.9044585976464167
0.4506109058856964,0.49892476201057434,0.9514925479888916,0.855140209197998,0.9667519045862017,0.9003215583229248
0.45042967796325684,0.49892374873161316,0.9514925479888916,0.8504672646522522,0.9667519045862017,0.8967742106172717
0.4501156806945801,0.5007644295692444,0.9514925479888916,0.8457943797111511,0.9667519045862017,0.8925081565475743
0.44978830218315125,0.5008315443992615,0.9552238583564758,0.84112149477005,0.9693877533309375,0.8896103884015082
0.4495677053928375,0.5016193389892578,0.9552238583564758,0.836448609828949,0.9693877533309375,0.8867313907467597
0.4494403898715973,0.5026127099990845,0.9552238583564758,0.84112149477005,0.9693877533309375,0.890322574922867
0.45078760385513306,0.5057877898216248,0.9514925479888916,0.836448609828949,0.9667519045862017,0.888178903884322
0.4493320882320404,0.5047047138214111,0.9552238583564758,0.836448609828949,0.9693877533309375,0.8867313907467597
0.4493102729320526,0.5094473958015442,0.9552238583564758,0.827102780342102,0.9693877533309375,0.8810289462081227
0.4483800232410431,0.5052290558815002,0.9589552283287048,0.8504672646522522,0.9720101709451487,0.8999999866331926
