train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.6931490898132324,0.6931464672088623,0.6931481957435608,0.44918033480644226,0.44672131538391113,0.4486652910709381,0.0,0.0,0.0
