train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.4407821297645569,0.49016472697257996,0.5315887331962585,0.9664179086685181,0.8598130941390991,0.7673325538635254,0.9767441847491056,0.9013158064606467,0.8330522991699468
