train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.44516611099243164,0.49908992648124695,0.5175682902336121,0.9589552283287048,0.8604651093482971,0.8138173222541809,0.9715762513611427,0.9044585976464167,0.8722891742492002
