train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.4856068193912506,0.5123835802078247,0.5260667204856873,0.8694030046463013,0.822429895401001,0.7837837934494019,0.9076517114726189,0.8766233820319276,0.8456376117817034
