train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.4359157979488373,0.49954983592033386,0.5269548892974854,0.9738805890083313,0.8457943797111511,0.7849588990211487,0.9817232618641436,0.8938906876179907,0.8498769643537276
