train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.5582815408706665,0.6403710842132568,0.6480051875114441,0.8585526347160339,0.688524603843689,0.6560574769973755,0.8716417964345546,0.7121211959526311,0.6781940418603748
