train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.4387442469596863,0.5167762041091919,0.5390195250511169,0.9738805890083313,0.822429895401001,0.7532314658164978,0.9817232618641436,0.8758170008659363,0.8226351476780567
