loss,val_loss,acc,val_acc,f1,val_f1
0.6970613598823547,0.6927689909934998,0.44078946113586426,0.44672131538391113,0.12371134507768855,0.0
0.6934190392494202,0.6835485696792603,0.44736841320991516,0.44672131538391113,0.0,0.0
0.6799165606498718,0.6819995641708374,0.44736841320991516,0.5040983557701111,0.0,0.35978836186078117
0.6691713929176331,0.6966904997825623,0.5427631735801697,0.5942623019218445,0.403433484866353,0.713043476097525
0.6779958605766296,0.6847971081733704,0.6611841917037964,0.44672131538391113,0.7541766207923845,0.0
0.6753262877464294,0.6816297769546509,0.4506579041481018,0.5081967115402222,0.01183431974575427,0.3617021294505468
0.6671990752220154,0.6754702925682068,0.5526315569877625,0.5081967115402222,0.4137931168433742,0.3617021294505468
0.6597602367401123,0.6704309582710266,0.5559210777282715,0.5286885499954224,0.42553190765363585,0.4334975332705133
0.6508635878562927,0.6676145195960999,0.5953947305679321,0.5819672346115112,0.5020242847782991,0.544642856874389
0.6422742605209351,0.6636731624603271,0.6282894611358643,0.5778688788414001,0.5830258295733128,0.5118483387862425
0.633726179599762,0.6843790411949158,0.6348684430122375,0.6106557250022888,0.5842696592642519,0.6801346698083168
0.6411998271942139,0.6683594584465027,0.7236841917037964,0.5737704634666443,0.7600000017166134,0.5047618889687012
0.6379523277282715,0.6738706231117249,0.6217105388641357,0.6106557250022888,0.5593869892604948,0.636015322914305
0.6182540059089661,0.662203311920166,0.7401315569877625,0.618852436542511,0.75987843643653,0.5974026173076731
0.611032247543335,0.6847604513168335,0.7203947305679321,0.5860655903816223,0.7213114699007712,0.6688524795392289
0.609561026096344,0.6634936332702637,0.7828947305679321,0.5778688788414001,0.8146067338374481,0.5209302175941177
0.6123049855232239,0.6806922554969788,0.7105262875556946,0.6106557250022888,0.6965517144254204,0.6666666612730792
0.5936673283576965,0.6620496511459351,0.8157894611358643,0.6393442749977112,0.8372093035505551,0.6562500145046214
0.5813979506492615,0.6828597784042358,0.8289473652839661,0.631147563457489,0.8404907954147912,0.7039473648066955
