train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.4330834448337555,0.5389984250068665,0.5354591608047485,0.9813432693481445,0.7860465049743652,0.7822014093399048,0.9870129813197331,0.8562500073213596,0.8516746244940663
