train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.4689003825187683,0.5163158178329468,0.527820348739624,0.9179104566574097,0.8232558369636536,0.7927400469779968,0.944162425552334,0.8805031606144393,0.8571428462918617
