train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.5064685940742493,0.6642248034477234,0.6617890000343323,0.9508196711540222,0.6352459192276001,0.6252566576004028,0.9544073076688524,0.6691449794999788,0.6459747690265727
