train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.5667738914489746,0.6682696342468262,0.6526370048522949,0.8524590134620667,0.6106557250022888,0.6652977466583252,0.8688046699362663,0.6387832818279279,0.6907020855352729
