train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.579703688621521,0.6447054147720337,0.645917534828186,0.7861841917037964,0.6475409865379333,0.6365503072738647,0.7896439863067062,0.6446281130946027,0.6257927946174922
