train_loss,val_loss,test_loss,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1
0.4524279534816742,0.49672478437423706,0.5111149549484253,0.9514925479888916,0.855140209197998,0.8143360614776611,0.966408288935968,0.9009584811478262,0.8685524223502957
