data.bs.nhid,train_f1,val_f1,test_f1
A1.004.32,0.974093279399892,0.912052133414502,0.8775344645368486
A3.004.16,0.9667519045862016,0.9044585976464168,0.8759007346082262
A0.004.16,0.9278350562919896,0.9055374744588596,0.8744804659650156
A2.064.16,0.9743589558497924,0.8945686925160742,0.8727272711141483
A0.016.32,0.9715762513611428,0.9044585976464168,0.8722891742492002
A4.064.64,0.9870801095994554,0.904615380216068,0.8697711121653546
A1.512.16,0.966408288935968,0.9009584811478262,0.8685524223502957
A1.016.32,0.9819121471742804,0.916666678081338,0.8674304227085237
A1.064.32,0.9870129813197333,0.8974358860469427,0.8672000034458922
